customer_id,segment,age,income,location,join_date,base_purchase_prob,price_sensitivity,promotion_response,churn_rate,quantum_entanglement,network_influence,temporal_volatility,quantum_purchase_impulse,quantum_loyalty,influence_score,susceptibility,age_group,income_group,quantum_complexity,behavioral_entropy
289,premium,57.01621445682279,18071.753151826833,suburban,2025-05-09 01:57:31.039426,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.40456718300068517,0.37220790502544887,senior,low,0.14400000000000004,0.0036
290,premium,41.76585632147967,50582.59952654278,urban,2022-12-18 01:57:31.046271,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.08531103717325804,0.7952186542130754,adult,medium,0.14400000000000004,0.0036
291,premium,53.93553375263272,58396.30605511116,urban,2024-11-26 01:57:31.053113,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.49061904250908245,0.6175205459211967,senior,medium,0.14400000000000004,0.0036
292,premium,55.39286376356155,48595.473097313625,rural,2023-09-15 01:57:31.060123,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.4636136686507284,0.44157730062079437,senior,medium,0.14400000000000004,0.0036
293,premium,36.68493049030003,95797.72303150863,urban,2024-02-18 01:57:31.066745,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.6427974866971362,0.23981197644152533,adult,high,0.14400000000000004,0.0036
294,premium,43.68847006834228,47770.32041324972,suburban,2023-12-06 01:57:31.073721,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.19879278269283335,0.34942286387217314,adult,medium,0.14400000000000004,0.0036
295,premium,47.72269997261331,66668.42660883366,rural,2023-12-09 01:57:31.081014,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.41887794061741224,0.1278205743585525,adult,high,0.14400000000000004,0.0036
296,premium,20.31611078937279,77093.37249142144,rural,2024-02-25 01:57:31.087639,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.14643788584735204,0.515247460685128,young,high,0.14400000000000004,0.0036
297,premium,36.29027546169073,26750.47144566037,urban,2023-03-02 01:57:31.093650,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.6102441171563895,0.5968242019026687,adult,low,0.14400000000000004,0.0036
298,premium,39.493943910274915,25529.474196312367,rural,2023-05-12 01:57:31.101544,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.4212474167552357,0.5381753959256352,adult,low,0.14400000000000004,0.0036
299,premium,65.43844279068678,82479.68352924354,urban,2025-06-17 01:57:31.108024,0.08,0.3,0.6,0.02,0.8,0.9,0.2,0.1,0.4,0.030355997412560037,0.346760741017044,elderly,high,0.14400000000000004,0.0036
300,regular,53.26181602675146,32947.20361560475,rural,2025-02-04 01:57:31.114291,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5353808122078596,0.682374527883595,senior,medium,0.12,0.012
301,regular,29.627907699943083,27994.057822621697,urban,2024-06-02 01:57:31.121043,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2748357790971898,0.6784247819051362,young_adult,low,0.12,0.012
302,regular,38.369897520593945,70292.75070820216,suburban,2024-07-11 01:57:31.127054,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4667587510478546,0.5795739468751455,adult,high,0.12,0.012
303,regular,48.2612486353007,30843.71421637662,rural,2024-12-07 01:57:31.135069,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4150579049699454,0.8576068761351655,adult,medium,0.12,0.012
304,regular,48.07138323602676,53259.9084127119,suburban,2024-12-19 01:57:31.139076,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2566417487694394,0.34060498690392976,adult,medium,0.12,0.012
305,regular,46.86234886456955,51786.88160429631,rural,2022-11-26 01:57:31.148706,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.31828191096305225,0.717859959294264,adult,medium,0.12,0.012
306,regular,58.647153336803584,17460.54369507493,urban,2023-07-10 01:57:31.154719,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.07732155887132723,0.5041833471625957,senior,low,0.12,0.012
307,regular,40.415713333975305,35263.99123157394,urban,2024-10-06 01:57:31.162242,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18460382822587193,0.38548085470053967,adult,medium,0.12,0.012
308,regular,47.42672868901887,34312.317417052436,urban,2025-04-09 01:57:31.168798,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24481677319355072,0.6708311631812605,adult,medium,0.12,0.012
309,regular,33.317444357693475,66574.6627048106,rural,2024-01-15 01:57:31.175538,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24831734454471124,0.4980008876937511,young_adult,high,0.12,0.012
310,regular,76.75120232219476,28929.081294441956,rural,2023-02-11 01:57:31.182217,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.06288728499756666,0.5214679137401895,elderly,low,0.12,0.012
311,regular,20.646999234023912,24062.2006720413,rural,2023-10-18 01:57:31.189734,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.7185566277085644,0.32548450045361554,young,low,0.12,0.012
312,regular,43.66250127547548,49641.101644779505,suburban,2023-02-15 01:57:31.195745,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.41941742771668783,0.13273609481949541,adult,medium,0.12,0.012
313,regular,68.48059011876974,64267.82731221367,rural,2023-05-03 01:57:31.203100,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22996441140359491,0.30657790325739703,elderly,high,0.12,0.012
314,regular,30.5446491472225,50904.395757378814,rural,2023-11-22 01:57:31.207108,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3434063482742574,0.5134851471864599,young_adult,medium,0.12,0.012
315,regular,19.992654942339666,59064.609400305366,urban,2023-09-26 01:57:31.216563,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.25231709118336254,0.3204580973151644,young,medium,0.12,0.012
316,regular,50.05489366341607,34857.51765181727,rural,2024-12-03 01:57:31.223908,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3421670962766648,0.5723285970615402,senior,medium,0.12,0.012
317,regular,45.37145307143704,42711.748512323655,urban,2023-12-16 01:57:31.229662,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.05177184339479075,0.4200055500969209,adult,medium,0.12,0.012
318,regular,51.295584125358985,29787.43134908981,rural,2024-09-04 01:57:31.237680,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.11649814693942173,0.5527508032091456,senior,low,0.12,0.012
319,regular,36.797878656410575,39424.68345219157,suburban,2023-01-21 01:57:31.243479,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.40359326057619216,0.3928520738067836,adult,medium,0.12,0.012
320,regular,56.39272331229162,31386.10894953412,urban,2024-05-03 01:57:31.250801,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5724359543433041,0.5639387474085352,senior,medium,0.12,0.012
321,regular,43.9781486224807,43563.95274313984,suburban,2024-03-13 01:57:31.256813,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.30271384200093504,0.40554022762136793,adult,medium,0.12,0.012
322,regular,42.91424520319202,66339.96777362611,rural,2024-01-21 01:57:31.264689,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6434052833138456,0.46412359453570207,adult,high,0.12,0.012
323,regular,35.54962530699159,52364.16442085823,suburban,2023-04-08 01:57:31.270872,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4865241768823066,0.3053368853088,adult,medium,0.12,0.012
324,regular,63.30424344626576,21197.964380549183,suburban,2024-01-02 01:57:31.278635,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4765980503276948,0.4791191055733237,senior,low,0.12,0.012
325,regular,51.331628902348584,79097.84570267909,urban,2023-12-20 01:57:31.284702,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.04062935717394039,0.6069458910683725,senior,high,0.12,0.012
326,regular,14.456692457160951,37188.19808427163,suburban,2024-03-12 01:57:31.292723,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.12119855280523066,0.3583253942058139,young,medium,0.12,0.012
327,regular,72.8846654166513,59343.002652582196,suburban,2023-10-02 01:57:31.298712,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18510293303371547,0.2760947550676447,elderly,medium,0.12,0.012
328,regular,9.425109587116616,100814.23314270722,rural,2023-03-05 01:57:31.306455,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3606475684601032,0.5359432973716466,young,very_high,0.12,0.012
329,regular,31.459505036662,58306.23037815771,urban,2024-12-22 01:57:31.312471,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.27963468201907454,0.35659458536999133,young_adult,medium,0.12,0.012
330,regular,57.531367078395725,24787.769619429437,rural,2024-02-19 01:57:31.318753,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.07449498033638298,0.6120344664110543,senior,low,0.12,0.012
331,regular,41.99103277603603,47454.308267145454,urban,2024-05-28 01:57:31.326513,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.03316185968887018,0.232393606455555,adult,medium,0.12,0.012
332,regular,43.10802359514233,58903.489744575665,rural,2023-06-03 01:57:31.332737,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.357307901898346,0.6933680671576705,adult,medium,0.12,0.012
333,regular,53.27828957733231,51027.2510956374,suburban,2024-08-21 01:57:31.340315,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.06096544701307847,0.3730950605621494,senior,medium,0.12,0.012
334,regular,64.01477266781961,41955.466005195405,urban,2024-01-31 01:57:31.346327,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6536908205869708,0.4188193459928398,senior,medium,0.12,0.012
335,regular,50.746232355672284,24285.149885315972,urban,2022-12-09 01:57:31.352339,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24569788898039674,0.3759965863650304,senior,low,0.12,0.012
336,regular,38.082454019480714,53012.464146265396,urban,2022-11-01 01:57:31.360729,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3012739205932381,0.7007618984172115,adult,medium,0.12,0.012
337,regular,45.058209250206104,81722.73035194619,rural,2024-10-19 01:57:31.366740,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.21338656130579284,0.24328718326237836,adult,high,0.12,0.012
338,regular,21.2461741531863,44645.08295573653,rural,2023-07-04 01:57:31.374258,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3710106122217605,0.42170907646977257,young,medium,0.12,0.012
339,regular,65.37874304426742,30421.67486236741,rural,2024-01-02 01:57:31.380270,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5543433261518474,0.5139613259343133,elderly,medium,0.12,0.012
340,regular,41.08845230615898,19549.76227479733,rural,2024-10-19 01:57:31.387544,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4432956418443808,0.6988083264570404,adult,low,0.12,0.012
341,regular,17.683708960582553,26934.577750262284,urban,2024-01-30 01:57:31.394160,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.29414075310522914,0.5175291103404462,young,low,0.12,0.012
342,regular,66.74780279660024,17799.73441421974,urban,2022-11-17 01:57:31.400637,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.14591748298718993,0.3235316192823994,elderly,low,0.12,0.012
343,regular,57.78702965149426,19641.66199123502,urban,2024-01-16 01:57:31.408152,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4797754521106036,0.450066808434469,senior,low,0.12,0.012
344,regular,27.345568308450478,90243.96047135575,urban,2023-06-07 01:57:31.414706,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22734130437391903,0.5821903978044954,young_adult,high,0.12,0.012
345,regular,65.46122906197526,18225.889234579445,rural,2023-05-14 01:57:31.420219,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6434014985611503,0.2938388265553969,elderly,low,0.12,0.012
346,regular,28.617876098569003,31989.46667629075,suburban,2023-12-11 01:57:31.428272,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.1782872715496214,0.32459471722408145,young_adult,medium,0.12,0.012
347,regular,37.314386389849595,32215.527560394134,rural,2023-07-20 01:57:31.435530,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.1532029828920978,0.6701844845515772,adult,medium,0.12,0.012
348,regular,51.218915258109234,44054.87640929842,rural,2023-02-05 01:57:31.441503,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3373604528421767,0.18991973997205971,senior,medium,0.12,0.012
349,regular,65.83536544444142,41812.866997975005,suburban,2024-10-16 01:57:31.447515,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.11418584462575457,0.7021393652498193,elderly,medium,0.12,0.012
350,regular,41.284292362455695,52010.906280518175,rural,2024-12-15 01:57:31.455497,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3253489378846039,0.4125807388835731,adult,medium,0.12,0.012
351,regular,20.5299733437439,57851.50790165144,rural,2023-10-24 01:57:31.461931,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5223043265374843,0.26283578745982905,young,medium,0.12,0.012
352,regular,61.95329657756221,34844.21788414957,suburban,2023-08-25 01:57:31.469446,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22133662887479208,0.5023175347477886,senior,medium,0.12,0.012
353,regular,64.08855244392853,29755.876483528195,suburban,2024-06-05 01:57:31.475458,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4622304764223004,0.6321812779750103,senior,low,0.12,0.012
354,regular,53.21483657878788,119872.74448312615,suburban,2024-12-27 01:57:31.482395,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3666868336635478,0.5129193523554254,senior,very_high,0.12,0.012
355,regular,40.44653512101127,34750.11219068518,urban,2024-07-31 01:57:31.489699,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4849426451503852,0.4782716096956687,adult,medium,0.12,0.012
356,regular,53.346325581878105,36344.91254530279,suburban,2025-01-09 01:57:31.495832,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.17786294924750368,0.6683737711264509,senior,medium,0.12,0.012
357,regular,39.446616122004684,26037.389740951785,rural,2024-07-29 01:57:31.503847,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3072895834084374,0.7124180637679274,adult,low,0.12,0.012
358,regular,48.743222843971154,71706.59609150971,urban,2024-09-13 01:57:31.510380,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.26262896076081516,0.7138065998363191,adult,high,0.12,0.012
359,regular,22.42046908487485,44771.36367796315,rural,2023-09-26 01:57:31.516371,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.0363521567719536,0.44308426736465495,young,medium,0.12,0.012
360,regular,14.244638140736996,52553.671851727406,urban,2025-05-29 01:57:31.522386,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.21808241842267279,0.7314134458732344,young,medium,0.12,0.012
361,regular,24.166844855504788,42193.793373740125,suburban,2022-11-19 01:57:31.529113,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3354609478388799,0.631316652502128,young,medium,0.12,0.012
362,regular,44.060276668172676,40971.01417010265,suburban,2023-01-23 01:57:31.537128,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5355852061194166,0.7894502898262802,adult,medium,0.12,0.012
363,regular,16.33024662506244,38043.65607095206,rural,2024-04-30 01:57:31.543139,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.09376832706211977,0.8394743745567008,young,medium,0.12,0.012
364,regular,49.82064478622185,28587.67185305743,suburban,2023-12-05 01:57:31.551153,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2866997119713194,0.276185669446393,adult,low,0.12,0.012
365,regular,43.76030297960039,103764.50122437684,suburban,2025-01-19 01:57:31.556907,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.12078181286785963,0.3923548727024475,adult,very_high,0.12,0.012
366,regular,58.02994563533573,15651.587878612849,urban,2024-02-25 01:57:31.564129,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.11632666276353917,0.4532521658980297,senior,low,0.12,0.012
367,regular,33.42342063910687,81207.29263460226,suburban,2022-12-25 01:57:31.570142,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.14971404128091853,0.6391436311663082,young_adult,high,0.12,0.012
368,regular,38.52000932743785,43868.0539537916,rural,2025-04-17 01:57:31.575801,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.14474466418242224,0.618887071084722,adult,medium,0.12,0.012
369,regular,57.40673142848652,39300.28918101099,rural,2023-01-25 01:57:31.582569,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3100513637485133,0.5707614619717273,senior,medium,0.12,0.012
370,regular,27.929125220170995,43575.04329331015,suburban,2023-04-18 01:57:31.591927,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18133541989811508,0.9156542006506927,young_adult,medium,0.12,0.012
371,regular,45.047215903594896,67170.88570666732,suburban,2023-05-07 01:57:31.597937,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2738546755537966,0.6125754142824684,adult,high,0.12,0.012
372,regular,67.9339349222061,43594.464536616564,rural,2024-02-05 01:57:31.605693,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.48432135362920864,0.41946156195447254,elderly,medium,0.12,0.012
373,regular,35.16468420807834,32278.103773158877,suburban,2024-08-21 01:57:31.611433,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2866950933849967,0.44734662888963234,adult,medium,0.12,0.012
374,regular,28.341656265494862,19037.81687667285,urban,2024-11-26 01:57:31.618103,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.43221232005264826,0.7460435935994011,young_adult,low,0.12,0.012
375,regular,49.68976486810984,88541.54078582456,rural,2025-04-27 01:57:31.625618,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4899023917521248,0.23859876922218987,adult,high,0.12,0.012
376,regular,68.9748271146155,52405.87103853407,rural,2025-03-08 01:57:31.631922,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18181032268743014,0.4348160448143906,elderly,medium,0.12,0.012
377,regular,7.92660137528609,15710.807153908421,rural,2023-09-03 01:57:31.639555,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4087719424606177,0.6020720006840019,young,low,0.12,0.012
378,regular,48.48729927629051,56996.67812281758,rural,2023-02-13 01:57:31.645567,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.353331592666948,0.3040234824293052,adult,medium,0.12,0.012
379,regular,42.18512258555698,64935.79294495174,suburban,2024-06-03 01:57:31.651319,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.33838537296563953,0.4808958186373473,adult,high,0.12,0.012
380,regular,39.971338771979596,18573.06409854008,urban,2025-03-08 01:57:31.658203,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.15840329238601228,0.33442563212470333,adult,low,0.12,0.012
381,regular,45.619311833811594,60996.968751911896,suburban,2022-12-16 01:57:31.665797,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.12118826780210164,0.34749837866367156,adult,high,0.12,0.012
382,regular,17.688595832969757,25517.33383503803,suburban,2023-03-18 01:57:31.671774,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4802900262814151,0.4137693023038047,young,low,0.12,0.012
383,regular,55.591928236639895,65865.6972735477,suburban,2024-09-25 01:57:31.679790,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.293358537185869,0.32384163678825795,senior,high,0.12,0.012
384,regular,44.40158424372432,17995.557788072227,suburban,2023-07-28 01:57:31.686479,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24229853388422343,0.4300887644646805,adult,low,0.12,0.012
385,regular,30.943244321419,31670.324124597813,rural,2024-03-29 01:57:31.693427,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.46933937581181934,0.5152763086244061,young_adult,medium,0.12,0.012
386,regular,40.84296796139669,39837.442571553,suburban,2023-01-30 01:57:31.698982,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.06350679674542957,0.367944675062355,adult,medium,0.12,0.012
387,regular,58.5552846268943,20975.567584310014,urban,2023-10-13 01:57:31.705932,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22160708093044254,0.49121642938510984,senior,low,0.12,0.012
388,regular,51.847046271430614,54143.01934034757,rural,2024-02-24 01:57:31.713947,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3214278311660087,0.41326396680373906,senior,medium,0.12,0.012
389,regular,18.74388396828743,83855.40479796722,suburban,2024-02-05 01:57:31.720965,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.23548609909462126,0.8287402413657141,young,high,0.12,0.012
390,regular,42.28148049181959,36419.90421991895,rural,2024-07-01 01:57:31.726979,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3853389549048625,0.7799826685128933,adult,medium,0.12,0.012
391,regular,60.09386659504337,10806.19476507274,rural,2024-03-14 01:57:31.734740,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18617667433194154,0.9150614967082438,senior,low,0.12,0.012
392,regular,75.93318786057384,40078.28205347338,urban,2025-02-05 01:57:31.740751,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.07394289120377696,0.6553936064370831,elderly,medium,0.12,0.012
393,regular,30.37894513829746,30224.881050957803,suburban,2023-12-16 01:57:31.746504,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2196026880469484,0.6812449528559211,young_adult,medium,0.12,0.012
394,regular,33.66924633984383,80828.2505913677,rural,2024-11-28 01:57:31.754519,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3086336987095414,0.7125251193290578,young_adult,high,0.12,0.012
395,regular,36.92139490055064,49315.628403801406,urban,2024-03-09 01:57:31.761493,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.04718695761714603,0.6467678830791985,adult,medium,0.12,0.012
396,regular,51.9368097919069,18621.438396271165,suburban,2023-07-14 01:57:31.767112,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.524666091044456,0.8131811395949267,senior,low,0.12,0.012
397,regular,26.05845336452154,41710.04475579545,suburban,2024-06-13 01:57:31.775128,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6669100481685376,0.5441418495082236,young_adult,medium,0.12,0.012
398,regular,40.63894170293278,8537.479903875565,suburban,2023-07-04 01:57:31.782149,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.35732951321155476,0.4268693003531174,adult,low,0.12,0.012
399,regular,50.499747182209404,35775.460152850086,urban,2023-09-14 01:57:31.788164,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3547309997979331,0.34106850689180923,senior,medium,0.12,0.012
400,regular,50.764288322509465,27164.188689989172,urban,2024-11-16 01:57:31.795831,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2901780345830541,0.7628279363685786,senior,low,0.12,0.012
401,regular,37.53057229773237,45140.68246424314,suburban,2023-12-19 01:57:31.802136,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.1934159318570789,0.4891438044134876,adult,medium,0.12,0.012
402,regular,31.52745925271828,13367.150842071249,urban,2022-12-16 01:57:31.809894,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2535137118536349,0.8646146610106952,young_adult,low,0.12,0.012
403,regular,31.425782505929007,25720.458659435557,rural,2023-04-15 01:57:31.815906,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6006181190687125,0.6203226213571716,young_adult,low,0.12,0.012
404,regular,32.779227281488026,20991.856117586467,suburban,2023-01-11 01:57:31.823084,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2671620135164075,0.34238967196343767,young_adult,low,0.12,0.012
405,regular,39.000269582566354,21696.991023198207,rural,2025-01-31 01:57:31.830432,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2565863199801682,0.4930626948992488,adult,low,0.12,0.012
406,regular,16.60856733614922,42435.70684547475,urban,2023-06-21 01:57:31.836445,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4608863983270883,0.6465490238012872,young,medium,0.12,0.012
407,regular,58.17273622455457,24706.87854354791,urban,2024-07-24 01:57:31.844462,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4377141821837296,0.6117586456133632,senior,low,0.12,0.012
408,regular,59.458604011137936,35952.38216064829,suburban,2025-03-07 01:57:31.850318,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.09593915243084343,0.1998482641625391,senior,medium,0.12,0.012
409,regular,34.53575324086415,22538.331771615227,rural,2022-11-14 01:57:31.856293,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4036244733088179,0.7694894696042218,young_adult,low,0.12,0.012
410,regular,35.57018542388145,31610.454724507235,suburban,2024-09-17 01:57:31.864309,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.31512590862221257,0.7599525713808953,adult,medium,0.12,0.012
411,regular,34.98727461982317,52958.84545262686,rural,2024-09-28 01:57:31.868401,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3459380732307023,0.31441095359734345,young_adult,medium,0.12,0.012
412,regular,71.10396650569378,25449.327384343647,suburban,2023-06-13 01:57:31.878304,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.15163678064776173,0.6003666081940751,elderly,low,0.12,0.012
413,regular,46.55939518445316,101751.67613981433,urban,2023-03-02 01:57:31.884317,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.14976626648430977,0.6870683189842306,adult,very_high,0.12,0.012
414,regular,72.277259813037,29849.135543943175,rural,2023-10-05 01:57:31.890330,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.52227368817461,0.18962161835584385,elderly,low,0.12,0.012
415,regular,50.464196411724856,20556.904134778135,rural,2024-09-13 01:57:31.898828,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.20215364465559202,0.4536093402020805,senior,low,0.12,0.012
